te0054	17	77	0.5661764705882353
te0056	18	63	0.4117647058823529
te0459	32	107	0.2157258064516129
te0049	23	72	0.2845849802371542
te0467	18	69	0.45098039215686275
te0458	9	24	0.6666666666666666
te0048	12	51	0.7727272727272727
te0051	28	82	0.21693121693121692
te0456	13	37	0.47435897435897434
te0462	16	58	0.48333333333333334
te0050	20	105	0.5526315789473685
te0453	12	25	0.3787878787878788
te0053	12	41	0.6212121212121212
te0055	12	54	0.8181818181818182
te0452	18	55	0.35947712418300654
te0052	17	62	0.45588235294117646
te0057	13	54	0.6923076923076923
te0469	19	48	0.2807017543859649
te0472	22	76	0.329004329004329
te0463	13	39	0.5
